username,like_count,comment_count,share_count,view_count,hashtags,age_group
anon_3048,98,7,5,1145,"['mommylife', 'momlife', 'sahm', 'momtok', 'momofteens', 'momsoftiktok']",age5
anon_3162,3,1,0,27,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
anon_3263,88,2,5,986,"['mom', 'motherhood', 'parenting', 'anxiety', 'momlife', 'anxious', 'mentalhealth', 'momoftwo', 'mentalhealthawareness', 'anxietysupport', 'sahm', 'sahmlife', 'parentslove', 'anxietyawareness', 'momofteens', 'parentingteens', 'parentsofteens']",age5
anon_3192,26,5,0,353,"['mom', 'moms', 'teenagers', 'letsbefriends', 'momlife', 'sahm', 'sahmlife', 'teenagerlife', 'lopezfam', 'letsconnect', 'momtok', 'sahmomsbelike', 'momsoftiktok', 'sahmof2', 'teenagerstruggles', 'momsover30', 'sahmsoftiktok', 'teenagersscarethelivingheckoutofme', 'sahmtok', 'houselivesof_lopezfam']",age5
anon_1702,21,1,0,397,"['family', 'husband', 'highschool', 'married', 'michigan', 'highschoolsweethearts', 'sahm', 'sahmlife', 'michiganmom', 'capcut', 'sahmtok', 'michiganmomtok']",age5
anon_3192,43,6,1,322,"['mom', 'relatable', 'moms', 'teens', 'letsbefriends', 'momlife', 'teensbelike', 'momhumor', 'sahm', 'sahmlife', 'lopezfam', 'letsconnect', 'momtok', 'momsoftiktok', 'momssupportingmoms', 'sahmlifebelike', 'houselivesof_lopezfam']",age5
anon_3065,42,3,0,323,"['christmas', 'halloween', 'cow', 'funny', 'friends', 'mom', 'real', 'madre', 'teamwork', 'blessed', 'f', 'peace', 'teen', 'remember', 'stress', 'motherhood', 'trending', 'viral', 'calm', 'cosplay', 'fup', 'naturalbeauty', 'foryou', 'bria', 'shay', 'mental', 'anger', 'realistic', 'thanksgiving', 'viralvideo', 'teenmom', 'foru', 'momlife', 'fyp', 'mentalhealth', 'becalm', 'foryour', 'halloweencostume', 'halloweenlook', 'sahm', 'sahmlife', '2025', 'crashout', 'teenmama', 'mum', 'beyonce', '2024', 'fypppppppppppppp', 'fypsounds', 'fypツ', 'fupシ', 'sahmsoftiktok', 'sahmlifestyle', 'sahmlifebelike', 'fypdongggggggg', 'sheismikalahhh', 'auriandmikalah']",age5
anon_3044,183,32,15,1010,"['edit', 'love', 'life', 'happy', 'music', 'dancing', 'throwback', 'mom', 'mama', 'hippie', 'texas', 'humor', 'trending', 'teens', 'meme', 'marriage', 'trend', 'teenagers', 'nostalgia', 'momlife', 'content', '2000s', 'fyp', 'vlog', 'sahm', 'millennial', 'marriagehumor', 'momtok', 'momsoftiktok', 'momsover30', 'capcut', 'memecut', 'texastrapmusic', 'holybutalittlehood']",age5
anon_3264,8,4,0,265,"['schoolsout', 'singlemom', 'halfday', 'sahm', 'momofteens', 'wfhm', 'momsoftiktok']",age5
anon_3065,79,1,0,490,"['food', 'eat', 'teen', 'trending', 'viral', 'burger', 'mcdonalds', 'foryou', 'trend', 'fastfood', 'teenmom', 'foru', 'xyz', 'fyp', 'chickensandwich', 'eatwithme', 'asmr', 'bigback', 'sahm', 'mukbang', 'mukbangs', 'teenmama', '2024', 'foryourpage', 'fyyyyyyyyyyyyyyyy', 'fypシ', 'fyppppppppppppppppppppppp', 'mominfluencer', 'xybca', 'fypシ゚viral', 'mcdonaldsmukbang', 'xyzbcafypシ', 'auriandmikalah']",age5
anon_3212,25,11,0,221,"['christmas', 'car', 'makeup', 'beauty', 'vacation', 'girl', 'travel', 'bright', 'light', 'iphone', 'teen', 'viral', 'tiktok', 'mirror', 'foryou', 'teenager', 'van', 'blackfriday', 'vanity', 'teengirl', 'android', 'charger', 'truck', 'fyp', 'accessories', 'hotdeal', 'selfielight', 'usb', 'suv', 'smallmirror', 'cybermonday', 'carmirror', 'sahm', 'chrismasgifts', 'carcharger', 'influencer', 'holidayhaul', 'giftideas', 'momtok', 'viralmirror', 'caraccessories', 'giftsforher', 'teentok', 'tiktokshop', 'traveltok', 'carsoftiktok', 'nicolelabeau', 'lowviews', 'beautytok', 'tiktokmademebuyit', 'caraccessory', 'caressentials', 'sahmoftiktok', 'carmusthave', 'carfunds', 'visormirror', 'visorvanity', 'passengerprincess', 'ledcarmirror', 'mirroronthego', 'michiganmomtok', 'tiktokshopblackfriday', 'nicolelabeaudotcom', 'tiktokshopcybermonday', 'nicolelabeauofficial', 'vanitymirroronthego', 'tiktokshopholidayhaul']",age5
anon_3265,198,47,0,1207,"['funny', 'twins', 'toddlers', 'teenagers', 'sahm', 'tiktokfunny', 'mamasjustknow']",age5
anon_3047,35,4,2,341,"['growingup', 'relatable', 'motherhood', 'moms', 'parenting', 'fyp', 'boymom', 'sahm', 'momof2', 'momofteens', 'rasingboys']",age5
anon_3142,38,1,2,348,"['fun', 'love', 'bestfriends', 'like', 'funny', 'life', 'moments', 'crazy', 'bestfriend', 'new', 'girl', 'mom', 'home', 'bff', 'silly', 'follow', 'laugh', 'followme', 'relatable', 'newyear', 'ladies', 'bestie', 'mood', 'likes', 'hilarious', 'besties', 'hubby', 'watch', 'dad', 'colorado', 'boy', 'movie', 'couple', 'truth', 'laughing', 'house', 'men', 'guys', 'wife', 'relationship', 'couples', 'teen', 'women', 'facts', 'bffgoals', 'followers', 'whitechicks', 'true', 'trending', 'viral', 'wifey', 'teens', 'meme', 'bedroom', 'room', 'laughter', 'movies', 'marriage', 'foryou', 'teenager', 'trend', 'follower', 'parents', 'nocap', 'married', 'soulmate', 'relate', 'trends', 'followus', 'follows', 'marriedlife', 'terrycrews', 'memes', 'relatableaf', 'wifelife', 'wifeygoals', 'whitechicksmovie', 'fyp', 'watchtillend', 'bigfacts', 'husbandwife', 'marriedcouple', 'viralvideos', 'wifeandhusband', 'sahm', 'sahmlife', 'comedymovie', 'onthisday', 'marriagehumor', 'bigmood', 'foryoupage', 'viraltiktok', '2024', 'comedy', 'momsoftiktok', 'dadsoftiktok', 'menoftiktok', 'womenoftiktok', 'foryoupage❤️❤️', 'fypシ', 'sahmsoftiktok', 'fypシ゚viral', 'foryoupageofficiall', 'terrycrewswhitechicks', 'fypシ゚viral🖤video']",age5
anon_3128,59,2,0,697,"['relatable', 'reality', 'dailyvlog', 'momlife', 'wifelife', 'fyp', 'boymom', 'dayinmylife', 'sahm', 'girlmom', 'momtok', 'momsofteens', 'momsofinstagram', 'momsoftiktok', 'momsover30', 'sahmsoftiktok', 'capcut']",age5
anon_3266,438,5,3,10728,"['teenager', 'movietheater', 'fyp', '13thbirthday', 'momof4', 'sahm', 'sahmlife', 'diyparty', 'movietheaterparty', 'girlmom', 'teenbday', 'momsoftiktok', 'teaunca', 'teenbdayideas']",age5
anon_3267,41,8,0,398,"['highschool', 'middleschool', 'ineedtoknow', 'viralvideo', 'dresscode', 'dontcomeforme', 'schooldresscode', 'sahm', 'isitathing', 'fyppppppppppppppppppppppp', 'dresscodeoutfits', 'creatorsearchinsights']",age5
anon_3066,101,8,171,4406,"['daughter', 'summer', 'love', 'family', 'beach', 'ocean', 'husband', 'hubby', 'dad', 'son', 'sunsets', 'wife', 'children', 'wifey', 'teens', 'mummy', 'foryou', 'summervibes', 'struggling', 'parents', 'momsbelike', 'teenagers', 'familyfirst', 'challenges', 'husbandandwife', 'wifeygoals', 'dadsbelike', 'fyp', 'mumlife', 'sunsetlover', 'husbandwife', 'mumanddaughter', 'momof4', 'sahm', 'sahmlife', 'tiredmom', 'sunsetlovers', 'momof2', 'momof3', 'mumsover40', 'momofteens', 'mum', 'foryoupage', 'mumsoftiktok', 'momsoftiktok', 'mumsontiktok', 'momsontiktok', 'dadsoftiktok', 'momsover30', 'husbandsoftiktok', 'mumtok', 'momsover40', 'fypシ', 'momsover50', 'mumsover30', 'momsofteensandtweens', 'momsofteenagers', 'mumsoftiktokaustralia', 'fypシ゚viral', 'fypviralシ', 'momsoftiktokclub', 'mumsoftiktokuk']",age5
anon_3268,36,10,6,491,"['kids', 'middleschool', 'fml', 'fy', 'sahm', 'momsoftiktok', 'firstgirfriend']",age5
anon_3269,138,13,3,2684,"['makeup', 'teenager', 'vanity', 'fyp', 'sahm', 'teenagerlife', 'vanitysetup', 'amazonfinds']",age5
anon_3073,39881,518,85920,672869,"['kids', '5k', 'mom', 'teen', 'moms', 'tiktok', 'meme', '10k', 'foryou', 'foru', 'momlife', 'content', 'sahm', 'contentcreator', 'tiktoker', 'foryoupage', '10k❤️', 'foruoupage', 'momsoftiktok', 'microinfluencer', 'fypageシ', 'viraltiktokr', 'contentcreatorstruggles', 'sahmsoftiktok', 'capcut', 'memecut']",age5
anon_3192,42,6,1,329,"['kids', 'hubby', 'easter', 'moms', 'teenagers', 'busylife', 'sahm', 'sahmlife', 'easterbasket', 'lopezfam', 'busymom', 'busymomlife', 'sahmof2', 'momsover30', 'bluecollarwife', 'easter2024', 'houselivesof_lopezfam']",age5
anon_2433,31,3,0,747,"['mom', 'wife', 'motherhood', 'housewife', 'momlife', 'boymom', 'momhumor', 'sahm', 'momoffive', 'raisingkids', 'momofteens', 'parentsoftiktok', 'parentinghumor']",age5
anon_3270,181,9,1,3001,"['teens', 'momlife', 'sahm', 'cleanbathroom', 'momofteens', 'cleaningasmr', 'fypシ', 'cleantok', 'cleanasmr', 'amusingangelina', 'cleaningwithangelina']",age5
anon_3073,95,9,24,691,"['kids', '5k', 'mommy', 'mom', 'mama', 'moms', '10k', 'foryou', 'teenagers', 'sahm', 'sahmlife', 'foryoupage', 'momsoftiktok', 'momswhocuss', 'momsover30', 'fypppp', 'fyppp', 'fypppppppppppppppppppppppp', 'fypageシ', 'viraltiktokr', 'contentcreatorstruggles', 'capcut']",age5
anon_3271,35,12,0,287,"['naptime', 'momlife', 'happyhome', 'sahm', 'cleanwithme', 'mommotivation', 'momsofteens', 'momsoftoddlers', 'cleantok', 'naptimecleanup', 'bluecollarwife', 'livingroomcleanup']",age5
anon_3073,30,4,1,470,"['5k', 'mommy', 'mom', 'mama', 'twins', 'teen', 'moms', 'teens', '10k', 'teenager', 'momanddaughter', 'momlife', 'fyp', '6k', 'foryour', 'boymom', 'twinmom', 'sahm', 'sahmlife', 'tiktoks', 'girlmom', 'momtok', 'tiktoker', 'tiktokers', 'momofboth', 'tiktokviral', 'foryoupage', 'foryourpage', 'fypage', 'foryourpages', 'momsoftiktok', 'momsover30', 'foryourpagetiktok', 'momsover40', 'fypppppppppppppppppppppppp', 'fypシ', 'fypageシ', 'sahmsoftiktok', 'fypシ゚viral', 'foryoupageofficiall']",age5
anon_3272,59,1,0,1604,"['daughter', 'teenager', 'firstcar', 'momof4', 'sahm', 'teenagedaughter', 'sahw', 'bluecollarwife', 'chickenmelissa']",age5
anon_3273,31,10,2,393,"['family', 'birthdayboy', 'trending', 'momsbelike', 'teenagers', 'birthdays', 'sahm', 'ageprogression', 'momsoftiktok', 'miltok', 'momsover40', 'fypシ']",age5
anon_3274,31,5,7,3425,"['teen', 'homecoming', 'budget', 'sahm', 'creatorsearchinsights']",age5
anon_2833,34,3,0,638,"['valentinesday', 'teen', 'firstlove', 'daddysgirl', 'fyp', 'dadlife', 'husbandwife', 'sahm', 'dadsofdaughters', 'dadsoftiktok', 'sahmsoftiktok']",age5
anon_3053,7,1,0,292,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
anon_3090,32,4,0,383,"['train', 'follow', 'son', '10k', 'teenagersbelike', 'sahm']",age5
anon_3275,39,5,4,426,"['teenagers', 'fyp', 'boymom', 'sahm', 'parentingadvice', 'momtok', 'howtotiktok', 'parentsoftiktok']",age5
anon_3223,28,5,0,154,"['mom', 'blessed', 'grateful', 'momlife', 'fyp', 'timeflys', 'sahm', 'myfirstboy', 'momofteens']",age5
anon_3276,3689,141,1776,32938,"['funny', 'boys', 'foryou', 'momlife', 'fyp', 'foodie', 'teenagersbelike', 'bigback', 'momof4', 'momhumor', 'sahm', 'kidsoftiktok', 'momover30', 'toddlermoms']",age5
anon_3100,49,8,2,366,"['humor', 'foryou', 'teenager', 'momlife', 'fyp', 'sahm', 'momtok', 'momsoftiktok', 'fypシ']",age5
anon_3277,9,1,1,1325,"['college', 'mom', 'sports', 'healthy', 'lgbt', 'health', 'teen', 'collegelife', 'teacher', 'moms', 'athlete', 'lgbtq', 'transgender', 'momlife', 'bodybuilder', 'trans', 'fyp', 'healthylifestyle', 'skincare', 'teacherlife', 'over30', 'healthyliving', 'over40', 'sahm', 'over50', 'sahmlife', 'teachersoftiktok', 'momsoftiktok', 'tiktokshop', 'fypシ', 'tiktokmademebuyit', 'tiktokshopblackfriday', 'tiktokshopcybermonday']",age5
anon_3278,19,8,0,727,"['mom', 'wife', 'motherhood', 'christian', 'momlife', 'soccermom', 'fyp', 'homeschool', 'dancemom', 'sahm', 'sahmlife', 'basketballmom', 'conservative', 'largefamily', 'momsofteens', 'homeschoolmom', 'momof7', 'momofmany', 'momsoftiktok', 'momsover40']",age5
anon_3118,46,2,1,461,"['cooking', 'momlife', 'sahm', 'momofteens', 'momsoftiktok', 'momcontentcreator']",age5
anon_3279,36,5,0,742,"['teen', 'mygirl', 'meme', 'support', 'momlife', 'fnl', 'sahm', 'momsoftiktok', 'memecut', 'creatorsearchinsight']",age5
anon_3056,58,11,8,461,"['mindyourbusiness', 'trend', 'peoplearestrange', 'sahm', 'momofteens', 'viraltiktok', 'momoftoddlers', 'fypシ゚', 'sahmlifebelike']",age5
anon_3280,23,8,0,229,"['lakeside', 'sunnyday', 'dayoff', 'momlife', 'slides', 'sahm', 'slowmornings', 'momofteens', '1k?', 'millennialmoms']",age5
anon_3281,36,1,1,243,"['mom', 'viral', 'moms', 'teens', 'meme', 'foryou', 'momlife', 'sahm', 'sahmlife', 'momofteens', 'foryoupage', 'capcut', 'memecut']",age5
anon_3043,26,1,0,269,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
anon_3282,8,2,0,313,"['happybirthday', 'watchout', 'teenager', 'thenandnow', 'firstborn', 'viralvideo', 'momlife', '15years', 'newdriver', 'howdidwegethere', 'sahm', 'wheredidthetimego', 'driverslicense', 'permit', 'teendriver', 'tiktoktrend', 'momsoftiktok']",age5
anon_3283,212,4,1,12297,"['lifestyle', 'motherhood', 'middleschool', 'parenting', 'homeschool', 'publicschool', 'sahm']",age5
anon_2394,16,1,0,798,"['mom', 'teenager', 'necklace', '18k', 'teenmom', 'fyp', 'genx', 'initial', 'sahm', '18karat', 'giftforhim', 'stockingstuffers', 'giftforher', 'womenover40', 'initialnecklace', 'fypシ゚viral', 'tiktokshopfinds', 'tiktokshopmademebuyit', 'tiktokshopholidayhaul']",age5
anon_3185,70,72,2,410,"['son', 'redbull', 'trending', 'teenager', 'trend', 'vans', 'momandson', 'momlife', 'fyp', 'boymom', 'sahm', 'sahmlife', 'trendingsound', 'trendingvideo', 'trendalert', 'trendingtiktok', 'fypシ']",age5
anon_3046,65760,429,894,543192,"['family', 'thursday', 'afterschool', 'teen', 'viral', 'foryou', 'sickday', 'momlife', 'fyp', 'vlog', 'boymom', 'workingmom', 'sahm', 'momtok', 'foryoupage']",age5
anon_3284,47,30,6,672,"['slippers', 'sahm', 'christmasslippers', 'momtok', 'momofteens', 'giftguide', 'momofdaughters', 'CozyLittleChristmas', 'womenslippers', 'christmasgiftsforher', 'ttstakeover', 'tiktokshopholidayhaul']",age5
anon_3056,34,18,5,361,"['humpday', 'grwm', 'almostfriday', 'sendhelp', 'halfwaythere', 'sahm', 'momofteens', 'greenscreenvideo', 'momsoftoddlers', 'sahmlifebelike', 'sahmedition']",age5
anon_3095,57,3,0,424,"['daughter', 'mom', 'relatable', 'vibes', 'wife', 'teenager', 'fyp', 'sahm', 'kidsoftiktok', 'momsoftiktok']",age5
anon_3285,46,19,0,253,"['vlog', 'sahm', 'ditl', 'momtok', 'momofteens', 'homeschoolmom', 'momsoftiktok', 'ditlofamom']",age5
anon_3286,67,7,1,267,"['wife', 'momof5', 'sahm', 't1dmom', 'momofteens', 'momoftoddlers']",age5
anon_3287,41,7,0,382,"['funny', 'kids', 'mom', 'teens', 'momlife', 'tweens', 'mewing', 'sahm', 'fyy', 'fypp']",age5
anon_3288,28,12,2,527,"['yolo', 'son', 'teen', 'sahm', 'nocareintheworld', 'momtok', 'momsoftiktok', 'checkonyourteens', 'freshkicksavenue', 'tieyourshoesbro']",age5
anon_3289,30,9,0,742,"['mom', 'fall', 'ootd', 'coffee', 'outfit', 'highschool', 'michigan', 'realistic', 'teenmom', 'momlife', 'newday', 'fyp', 'youngmom', 'outfitideas', 'ltk', 'sahm', 'outfitinspo', 'schooldropoff', 'shopwithme', 'momfashion', 'momootd', 'tiktokshop', 'ttsacl', 'creatorsearchinsights']",age5
anon_3072,20,2,0,498,"['water', 'momlife', 'waterbottle', 'sahm', 'busymom', 'contentcreator', 'momsofteens', 'loadedtea', 'momsoftiktokok', 'loadedwater']",age5
anon_3056,36,14,0,298,"['makeup', 'friday', 'itstheweekend', 'grwm', 'starighthair', 'basicmakeup', 'roadto5k', 'sahm', 'momofteens', 'getreadywithmemakeup', 'greenscreenvideo', 'momoftoddlers', 'sahmomsbelike', 'momoftiktok', 'grwmmakeup', 'sahmsoftiktok', 'creatorsearchinsights']",age5
anon_3064,2284,134,2570,92349,"['summer', 'love', 'family', 'beach', 'ocean', 'sunset', 'dad', 'children', 'mummy', 'foryou', 'summervibes', 'parents', 'momsbelike', 'familyfirst', 'challenges', 'mums', 'fyp', 'momof4', 'sahm', 'tiredmom', 'mumof3', 'momof2', 'momof3', 'mumof2', 'momofteens', 'mum', 'foryoupage', 'mumsoftiktok', 'momsoftiktok', 'mumsontiktok', 'momsontiktok', 'dadsoftiktok', 'momsover30', 'momsover40', 'momsover50', 'mumofteens']",age5
anon_3128,50,2,0,498,"['relatable', 'reality', 'dailyvlog', 'momlife', 'heyfriend', 'fyp', 'boymom', 'dayinmylife', 'sahm', 'girlmom', 'momsofteens', 'momsoftiktok', 'sahmsoftiktok']",age5
anon_3290,43,9,0,431,"['rockandroll', 'decor', 'bedroom', 'foryou', 'remodel', 'sahm', 'daughtersroom', 'teenroom', 'foryourepage', 'momsoftiktok', 'teensoftiktok', 'fypシ゚viral']",age5
anon_3291,18,25,2,288,"['tuesday', 'why', 'besties', 'late', 'ugh', 'everyone', 'teenagers', 'oversleeping', 'sahm', 'preteeen', 'ashhole', 'momsoftiktok', 'theonlyashhole']",age5
anon_3094,47,62,0,155,"['engagement', 'beingreal', 'notfancy', 'likelast', 'watchthewholething', 'sahm', 'discouraged', 'talktomeitalkback', 'regularmom', 'momofteens', 'commentrealthings']",age5
anon_3292,25,4,9,1912,"['edit', 'lifestyle', 'blackandgold', 'soccer', 'adidas', 'trending', 'middleschool', 'soccerboy', 'soccermom', 'fyp', 'socceredit', 'middleschoolsoccer', 'sahm', 'sahmlife', 'f50', 'futbol', 'soccertiktok', 'futboltiktok', 'hobbton']",age5
anon_3293,27,18,2,320,"['teenager', 'fyp', 'sahm', 'sahmlife', 'momsoftiktok']",age5
anon_3148,14,1,0,241,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
anon_3046,40263,272,305,588622,"['reallife', 'family', 'saturday', 'boring', 'lunch', 'teen', 'viral', 'foryou', 'momlife', 'fyp', 'vlog', 'boymom', 'workingmom', 'sahm', 'momtok', 'foryoupage', 'momsoftiktok']",age5
anon_0811,95,126,1,560,"['monday', 'highschool', 'graduation', 'engagement', 'sahm', 'graduatingclass', 'momtok', 'momsoftiktok']",age5
anon_3066,2396,134,3615,84854,"['daughter', 'summer', 'love', 'family', 'beach', 'ocean', 'dad', 'sunrise', 'son', 'sunsets', 'children', 'blessings', 'teens', 'mummy', 'foryou', 'summervibes', 'struggling', 'parents', 'momsbelike', 'teenagers', 'familyfirst', 'challenges', 'dadsbelike', 'fyp', 'mumlife', 'sunsetlover', 'mumanddaughter', 'momof4', 'sahm', 'sahmlife', 'tiredmom', 'sunsetlovers', 'flighthouse', 'momof2', 'momof3', 'mumsover40', 'momofteens', 'mum', 'foryoupage', 'mumsoftiktok', 'momsoftiktok', 'mumsontiktok', 'momsontiktok', 'dadsoftiktok', 'momsover30', 'mumtok', 'momsover40', 'fypシ', 'momsover50', 'mumsover30', 'momsofteensandtweens', 'momsofteenagers', 'mumsoftiktokaustralia', 'fypシ゚viral', 'momsoftiktokclub', 'mumsoftiktokuk']",age5
anon_3294,29,1,0,624,"['momlife', 'teenagersbelike', 'sahm', 'sahmlife', 'cleanwithme', 'cleaningvideo', 'teenageroom', 'momtok', 'teenbedroom', 'cleaningmotivation', 'momsoftiktok', 'cleantok', 'cleaningvideos', 'cleaningtiktok', 'cleaningtok']",age5
anon_3295,82,3,0,1432,"['teenager', 'fyp', 'schoollunch', 'bestjob', 'sahm', 'momtok', 'momoftiktok', 'momcontent', 'schoollunchideas', 'voiceoversarehard', 'packalunchwithme', 'teenagerlunch']",age5
anon_3296,58,4,0,798,"['mom', 'relatable', 'teenager', 'sahm']",age5
anon_3297,55,2,6,12648,"['momlife', 'funnymom', 'teenagersbelike', 'boymom', 'sahm', 'roadto10k', 'texasmom', 'girlmom', 'adhdmom', 'momtok', 'momofteens', 'wfhm', 'tiktokmom', 'momsoftiktok', 'momofteenagers']",age5
anon_3113,52,9,0,636,"['journey', 'mom', 'grandma', 'boys', 'dad', 'driving', 'viral', 'teens', 'positivevibes', 'teenager', 'keepgoing', 'viralvideo', 'YouGotThis', 'momlife', 'fyp', 'teensbelike', 'drivinglessons', 'sahm', 'didyoudiethough', 'dadsoftiktok', 'fypシ', 'sahmsoftiktok']",age5
anon_3094,96,102,1,418,"['neighbors', 'performance', 'blastingmusic', 'alwayssinging', 'singingmyheartout', 'alwaysdance', 'sahm', 'householdchores', 'momofteens']",age5
anon_2359,109,8,2,24751,"['mom', 'motherhood', 'highschool', 'momlife', 'dresscode', 'fyp', 'sahm', 'momsoftiktok', 'momover30']",age5
anon_3298,83,7,3,906,"['mom', 'mibebe', 'tiktok', 'middleschool', 'foryou', 'smartgirl', 'parati', 'hairdid', '7thgrade', 'beautyandbrains', 'sahm']",age5
anon_3299,40,20,3,289,"['teenager', 'momandson', 'sahm', 'mommaof4', 'momtok', 'stayathomeparent', 'momsoftiktok', 'teenageson']",age5
anon_3294,21,1,1,422,"['motherhood', 'momlife', 'furmom', 'sahm', 'sahmlife', 'momtok', 'momofteens', 'dogsoftiktok', 'bluecollarlife', 'sahmomsbelike', 'momsoftiktok', 'momofteenagers', 'dogdayout', 'bluecollarwife']",age5
anon_3094,37,55,0,271,"['happywednesday', 'budget', 'midweek', 'aldi', 'sahm', 'aldishopping', 'momofteens', 'aldifinds', 'oneincomefamily', 'aldishaul']",age5
anon_3053,9,1,0,75,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
anon_3300,31,9,2,311,"['magic', 'family', 'mom', 'work', 'kid', 'wow', 'child', 'tea', 'teamwork', 'gross', 'witch', 'childhood', 'teen', 'children', 'laundry', 'support', 'parenting', 'teenager', 'parents', 'tricky', 'momlife', 'brew', 'grandkids', 'crystals', 'sahm', 'sahmlife', 'teamworkmakesthedreamwork', 'herbal', 'girlssupportgirls', 'momtok', 'herbalism', 'kidsoftiktok', 'messytiktok', 'momsoftiktok', 'wfhmom', 'womenownedbusiness', 'laundrytok', 'capcut', 'wfhmomlife']",age5
anon_3301,64,1,0,853,"['stayathomemom', 'daughtersbelike', 'sahm', 'momofteens', 'cleaningtiktok', 'capcut', 'momsoftiktokclub']",age5
anon_3302,37,5,1,334,"['christmas', 'with', 'hurt', 'or', 'hotwheels', 'twin', 'belike', 'teens', 'nomore', 'fml', 'teenagers', 'barbies', 'thisyear', 'tomy', 'momlife', 'fyp', 'hitlist', 'morelike', 'bankaccount', 'isgonna', 'christmaslist', 'christmasshopping', 'sahm', 'momoftwins', 'momof3', 'momofteens', '😵', '🤑', '💸']",age5
anon_3046,2557,88,56,55924,"['morning', 'mom', 'sleepy', 'goodmorning', 'sleep', 'wednesday', 'teen', 'wakeup', 'viral', 'foryou', 'momlife', 'fyp', 'boymom', 'sahm', 'foryoupage']",age5
anon_3303,85,38,0,699,"['mom', 'comment', 'followers', 'teens', 'tiktok', 'support', 'gulfofmexico', 'palmtree', 'supportme', 'fulltime', 'sahm', 'ifyouseethis', 'rvlife', 'inlet', 'rver', 'rvliving', 'post']",age5
anon_3044,19,7,0,520,"['christmas', 'family', 'life', 'happy', 'party', 'more', 'mom', 'holiday', 'newyears', 'relatable', 'military', 'mama', 'hippie', 'health', 'texas', 'hillcountry', 'teens', 'selflove', 'parenting', 'marriage', 'teenager', 'nightcap', 'parents', 'married', 'pregame', 'celebrate', 'nutrition', 'momlife', 'selfcare', 'refreshing', 'wellness', 'husbandwife', 'sahm', 'millennial', 'momtok', 'momsoftiktok', 'momsover30', 'miltok', 'morningrecovery']",age5
anon_3262,7,1,1,271,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
anon_3304,32,2,8,371,"['family', 'life', 'kids', 'siblings', 'relatable', 'dad', 'obsessed', 'teens', 'meme', 'pretend', 'parents', 'sahm', 'momsoftiktok', 'overstimulatedmom']",age5
anon_3113,24,2,0,796,"['dad', 'trending', 'viral', 'foryou', 'teenager', 'toys', 'fy', 'building', 'fyp', 'expert', 'sahm', 'collector', 'tiktokviral', 'foryourpage', 'dadsoftiktok', 'fypシ', 'tiktokmademebuyit', 'sahmsoftiktok']",age5
anon_3305,9,4,0,145,"['fun', 'sun', 'happy', 'ocean', 'girl', 'mom', 'tired', 'teen', 'women', 'girlgamer', 'per', 'sxs', 'sahm', 'sahmlife', 'thearpy', 'canam', 'fortnite', 'momsoftiktok', 'canammaverickx3', 'canamoffroad', 'harrassmentawareness']",age5
anon_2394,87,17,2,8385,"['mom', 'clean', 'face', 'women', 'teens', 'teenager', 'teenmom', 'fyp', 'phor', 'sahm', 'tiredmom', 'busymom', 'tumeric', 'exfoliateyourskin', 'giftforher', 'viralproduct', 'womenover30', 'momsover40', 'womenover40', 'kojicacid', 'kojicacidsoap', 'womenover50', 'viralproducts', 'tumericsoap', 'fypシ゚viral', 'tiktokshopfinds', 'tiktokshopmademebuyit', 'phoressentials', 'tumericpads', 'tiktokshopholidayhaul']",age5
anon_3306,72,29,10,509,"['teenager', 'boymom', 'sahm', 'momtok']",age5
anon_3307,23,5,0,300,"['morningtime', 'fyp', 'vlog', 'sahm', 'realisticmorning', 'momtok', 'millenialmom', 'momofteens', 'nonaestheticmom']",age5
anon_3048,25,1,0,294,"['mommylife', 'momlife', 'sahm', 'momtok', 'momofteens', 'momsoftiktok', 'mamasoftiktok']",age5
anon_3046,26655,264,255,235565,"['tuesday', 'mom', 'brother', 'bruh', 'hungry', 'afterschool', 'teen', 'yorkie', 'snack', 'viral', 'foryou', 'hangry', 'momlife', 'fyp', 'boymom', 'sahm', 'foryoupage']",age5
anon_3308,274,1,2,1098,"['babymama', 'momlife', 'lifewithkids', 'sahm', 'momofteens', 'firsttimemum', 'kytebaby', 'booooomjackson', 'metabooooomjackson', 'bmjackson51w']",age5
